,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 4: Transmission Wires Down 2015-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T-Line Area,kV,SAP Functional Location,LINE NO,T-LINE NAME,Fire Index Area (FIA),Location(s) of ET-Wire Down,High Fire Threat District (HFTD),YEAR,Date Out,Major Event Day,Red Flag Day,Failure during Red Flag Warning (RFW) Hours?,Auto Reclose Disabled,Duration (hr:min),Date In,Cause Category,Cause Details,Comments,Event Report,TOTL Reference Number,Customers Affected,Customers Experiencing Sustained Outage,Customer Outage Minutes,SAIFI Contribution,SAIDI Contribution,CAIDI,System Customer Count,Fault Type,Fault Location,Ignition
SOUTH,115,ETL.1370,10050,DIVIDE-CABRILLO #2,0; 512,005/064-005/065,Tier 2 - Elevated,2017,01/22/2017 04:11,YES,No,NO,No,34:26,01/23/2017 14:37,Tree,Tree failure,"Relayed - 01/22/17, 0411 Divide-Cabrillo#2 relayed, tested NG; MOM Lompoc (transferred to its alt source); SUS Purisma (CESO=3,212; CMIN=206,632) & Manville; rain; personnel enroute to Purisma to manually xfr to alt source; A-B-G fault 1.0 mi from Manville sub near 4/57, +/- 1mi; 0555 Purisima xfrd to its alt source, distr given OK to restore load; 0635 line cleared to repair 2 phases of ET wire down bet 005/064-065 due to failed trees on Manville tap; no alt source for Manville; 1437 Diablo-Cabrillo #2 (now known as Divide-Cabrillo) returned to service restoring Manville",NONE,INT-09128,"3,212","3,212","206,632",0.0006,0.038,64,"5,517,212",A-B-G,004/057,No
NORTH,60,ETL.6980,60430,FORT ROSS-GUALALA,0; 140,044/000,"Yes, Tier 2",2017,02/02/2017 02:40,No,No,NO,No,8:32,02/02/2017 11:12,Tree,Tree failure,"Relayed - 02/02/17, 0240 FR-Gualala relayed, tested NG; SUS Annapolis (CESO=229; CMIN=89,608); MOM Gualala (CEMO=3,741); rain, wind; A-C-G fault 14.78 mi from FortRoss near 043/009, +/- 2 mi; 0502 FortRoss-Annapolis manually tested OK restoring Annapolis; 0549 Gualala-Annapolis cleared to repair ET wire down at 44/0 due to nearby tree branch failure; 1112 line returned to normal",NONE,INT-09198,"3,970",229,"89,608",0.0000,0.016,391,"5,517,212",A-C-G,043/009,No
NORTH,60,ETL.6220,60010,BRIDGEVILLE-GARBERVILLE,0; 105; 120,016/005-016/006 ,Non-HFTD,2017,02/05/2017 22:31,No,No,NO,No,14:45,02/06/2017 13:16,Tree,Tree failure,"Relayed - 02/05/17, 2231 Bridgeville-Garberville relayed, tested NG; SUS Fruitland (CESO=1,146; CMIN=13,752) & FtSeward (338; 19,266); rain; 2238 Garberville-FtSewardJct tested OK restoring FtSeward; 2242 FtSewardJct-FruitlandJct tested OK restoring Fruitland; B-C fault 15.78 mi from Bridgeville & b/4 Fruitland Tap near 015/007, +/- 2 mi; 02/06/17, 0121 to 1316 Bridgeville-FruitlandJct cleared to repair 2 phases of ET wire down bet 16/5-6 caused by tree failure",NONE,INT-09210,"1,484","1,484","33,018",0.0003,0.006,22,"5,517,212",B-C,015/007,No
NORTH,60,ETL.6810,60075,ESSEX JCT-ORICK,0,023/008-023/009,Non-HFTD,2017,02/07/2017 03:11,YES,No,NO,No,42:11,02/08/2017 21:22,Tree,Tree failure,"Relayed - 02/07/17, 0311 EssexJct-Orick relayed, tested NG; MOM Trinidad (CEMO=1,335) & BigLagoon (132); SUS Orick (CESO=352; CMIN=xx,xxx); rain; B-C fault 2.8 mi from BigLagoon twd Orick near 22/7, +/- 2 mi;  0750 BigLagoon-RedwoodTrail cleared to remove tree & repair 2 downed poles & ET wire down bet 23/8-9; Orick customers unable to be restored due to no back ties in area, hence crews dispatched to install mobile gen; ETOR 02/08/17",NONE,INT-09227,"1,819",352,TBD,0.0001,0.000,0,"5,517,212",B-C,022/007,No
NORTH,60,ETL.7550,60151,MENDOCINO-WILLITS-FORT BRAGG,0; 140; 154,022/005-022/006,Tier 2 - Elevated,2017,02/07/2017 08:43,YES,No,NO,No,13:30,02/07/2017 22:13,Tree,Tree failure,"Relayed - 02/07/17, 0843 Mendo-Willits-FtBragg relayed, tested NG; on the trouble FtBragg-Elk (BigRiver-FtBragg) de-energized; BigRiver SVC tripped; SUS FtBragg (CESO=9,016; CMIN=3,390,016) & BigRiver (1,754; 98,224); rain; B-C evolved into A-G fault 23.4 mi from Mendo near 023/003, +/- 2 mi; 0940 FtBragg-Elk (Elk-BigRiver) returned to service from sched work restoring FtBragg & Big River; BigRiver SVC returned to service; 1359 to 2213 line cleared to repair 1 phase ET wire down bet 22/5-6 due to tree failure",NONE,INT-09235,"10,770","10,770","98,224",0.0020,0.018,9,"5,517,212",A-G,023/003,No
CENTRAL,115,ETL.3500,10284,SALT SPRINGS-TIGER CREEK,335; 360,007/061-007/062,Tier 2 - Elevated,2017,02/08/2017 18:29,No,No,NO,No,67:39,02/11/2017 14:08,Tree,Tree failure,"Relayed - 02/08/17, 1829 SaltSprings-TigerCreek relayed, tested NG; SaltSpringsPH separated; SUS SaltSprings (CESO=2,978; CMIN=202,740), SpicerMeadows & KMGreen; overcast; A-B-C fault 9.3 mi from TC near 7/61, +/-4 mi; patrol delayed no access, contacted Hydro for help; 02/09 @ 1308 to 02/10 @ 1724 SS-TC cleared to remove tree & re-attach single span of ET wire down bet 7/61-62; path NOT restored due to SCADA out at SS; due to access problems, switchmen to be flown into TC for return of line; 02/11/17, 1408 SS-TC normal",NONE,INT-09240,"2,978","2,978","202,740",0.0005,0.037,68,"5,517,212",A-B-C,007/061,No
NORTH,60,ETL.7550,60151,MENDOCINO-WILLITS-FORT BRAGG,0; 140; 154,29/1-5 & 31/3-4,Tier 2 - Elevated,2017,02/09/2017 16:04,YES,No,NO,No,51:52,02/11/2017 19:56,Tree,Tree failure,"Relayed - 2/09/17, 1604 Mendo-Willits-FtBragg relayed, tested NG; auto test from Mendo CB-52 did not function correctly; no customers interrupted; wind, rain; A-B-C fault 11.1 mi from FB to Mendo near 31/004, +/- 2 mi; 1911 line manually tested NG; 2248 line cleared to replace broken pole 29/2 & 3 phases of ET wire down bet poles 29/1-5 & 31/3-4 due to tree failure; 02/11/17, 1956 line returned to service",NONE,INT-09254,0,0,0,0.0000,0.000,0,"5,517,212",A-B-C,031/004,No
NORTH,115,ETL.4110,10349,WEST SACRAMENTO-BRIGHTON,0,009/061,Non-HFTD,2017,02/10/2017 17:57,No,No,NO,No,1250:12,04/03/2017 20:09,Equipment Failure,Structure-line,"Forced - 02/10/17, 1757 WestSacto-Brighton forced out (RioOso-WS also forced out) for safety due to leaning twr 9/61 due to flooding, unstable ground conditions; Union Pacific reports train on top of 6 phases of ET wire down w/ no injuries; 02/11/17, 1152 Woodland-Davis returned from sched work to provide a 2nd source to Davis; no ETOR",NONE,T17-004000,0,0,0,0.0000,0.000,0,"5,517,212",NA,NA,No
NORTH,115,ETL.3450,10279,RIO OSO-WEST SACRAMENTO,0,009/061,Non-HFTD,2017,02/10/2017 18:09,No,No,NO,No,1250:18,04/03/2017 20:27,Equipment Failure,Structure-line,"Forced - 02/10/17, 1809 RioOso-WestSacto forced out for safety (WS-Brighton also forced out) due to leaning twr 9/61, tower in water; ET wire down across railroad tracks per Union Pacific; 02/11/17, 1152 Woodland-Davis returned to service from sched work to provide a 2nd source to Davis; no ETOR",NONE,T17-004001,0,0,0,0.0000,0.000,0,"5,517,212",NA,NA,No
CENTRAL,60,ETL.9460,60384,VALLEY SPRINGS #2,0; 320,015/290,Non-HFTD,2017,02/13/2017 00:35,No,No,NO,No,16:46,02/13/2017 17:21,Equipment Failure,Insulator-line,"Relayed - 02/13/17, 0035 VS#2 relayed, did not test; Pardee PH separated; 0058 line manually tested line NG; C-G fault 14 mi from VS near 13/255, +/- 4 mi; 1007 to 1721 PardeeJct-HarneyLane cleared to replace insulators & re-attached ET wire down at pole 15/290; 1013 Pardee PH paralleled",NONE,INT-09268,1,0,0,0.0000,0.000,0,"5,517,212",C-G,013/255,No
SOUTH,60,ETL.8423,60412,SALINAS-FORT ORD #2,0; 505,005/007-006/004,Tier 2 - Elevated,2017,02/15/2017 22:57,No,No,NO,No,19:32,02/16/2017 18:29,Equipment Failure,Conductor,"Relayed - 02/15/17, 2257 Salinas-FortOrd#2 relayed, tested NG; no customers interrupted; weather clear; found 5 spans of ET wire down between 5/7-6/4; apparent conductor failure but sent to ATS to verify; A-C fault 4.0 mi from FO near 03/06, +/- 1.0 mi; 02/16/17, 1829 line returned to service",NONE,INT-09281,0,0,0,0.0000,0.000,0,"5,517,212",A-C,003/006,No
SOUTH,60,ETL.8310,60231,WATSONVILLE-SALINAS,0; 558,005/076-005/078,Non-HFTD,2017,02/17/2017 05:35,YES,No,NO,No,60:23,02/19/2017 17:58,Tree,Tree failure,"Relayed - 02/17/17, 0535 Watsonville-Salinas open ended after Watsonville CB-42 tripped, reclosed by automatics; WATSONVILLE TO ANZAR JCT SW 59 SECT DE-ENERGIZED (loss of SCADA precluded immediate recognition by Operations of this section outage); rain, strong winds; C-G fault 8 mi from Salinas near 018/229, +/-2 mi; SUS GraniteRock & Brigitano; wind, rain; 1806 Salinas-GraniteRockJct manually tested OK restoring GraniteRock & Brigitano; found trees in conductor & repaired ET wire down bet 5/76-78; 02/19/17, 1758 line normal",NONE,INT-09286,2,0,0,0.0000,0.000,0,"5,517,212",C-G,018/229,No
CENTRAL,115,ETL.4000,10336,TESLA-SALADO-MANTECA,0,A30/246-A30/249;,Non-HFTD,2017,02/17/2017 08:55,YES,No,NO,No,4273:49,08/14/2017 10:44,Equipment Failure,Structure-line,"Relayed - 02/17/17, 0855 Tesla-Salado-Manteca relayed, tested NG; SUS IngramCreek; wind, rain; 0940 Tesla-SaladoJct manually tested OK;  B-G evolving to A-B-G fault 10 mi from Manteca near A31/248, +/- 2mi; 1008 IngramJct-Manteca cleared to repair two towers down A30/247 & A31/248 plus three spans of ET wire down on ground bet A30/246-249; no access at this time; ETOR 03/01; ",NONE,INT-09291,1,0,0,0.0000,0.000,0,"5,517,212",A-B-G,A31/248,No
CENTRAL,115,ETL.4170,10355,WILSON-LE GRAND,0,006/009,Non-HFTD,2017,02/17/2017 10:00,YES,No,NO,No,13:29,02/17/2017 23:29,Equipment Failure,Conductor,"Relayed - 02/17/17, 1000 Wilson-LeGrand relayed, tested NG; no customers interrupted; wind, rain (declared MED); B-G fault 7 mi from Wilson near 007/002, +/- 2 mi; 1636 to 2329 line cleared to repair ET wire down & replace pole 006/009",NONE,INT-09293,0,0,0,0.0000,0.000,0,"5,517,212",B-G,007/002,No
SOUTH,70,ETL.8440,70002,ARCO-CHOLAME,0; 495,018/182,Non-HFTD,2017,02/17/2017 11:10,YES,No,NO,No,25:45,02/18/2017 12:55,Equipment Failure,Structure-line,"Relayed - 02/17/17, 1110 Arco-Cholame relayed, tested NG; Arco-BerrendaJct manually tested OK; MOM DevilsDen (CEMO=110), BerrendaA & BerrendaC; SUS Cholame (CESO=942; CMIN= 1,594,806); wind, rain & no alt ET source; area inaccessible; A-G fault 6.2 mi from Cholame near 020/191, +/-1 mi; found pole 18/182 broke 20' above ground (date nail showed 1986) & ET wire down (center phase conductor broken) due to high winds; 2258 CholameJct-Cholame cleared; 02/18/17, 1255 line returned to service",NONE,INT-09302,"1,052",942,"1,594,806",0.0002,0.289,"1,693","5,517,212",A-G,020/191,No
NORTH,60,ETL.8410,60244,ELK-GUALALA,0; 140,048/011,Non-HFTD,2017,02/17/2017 12:23,YES,No,NO,No,17:11,02/18/2017 05:34,Equipment Failure,Structure-line,"Forced - 02/17/17, 1223 Elk-Gualala forced out due to single phase condition; wind, rain, declared MED; SUS PtArena (CESO=897; CMIN=8,073) & Garcia (10; 90); 1232 Gualala-PtArena energized restoring all customers; A-C fault 14.4 mi from Elk near pole 51/6, +/- 2 mi; 1724 Elk-PtArenaJct cleared to effect repairs; 02/18/17, 0534 line returned to service after repairing ET wire down & replacing broken pole 48/11",NONE,INT-09307,907,907,"8,163",0.0002,0.001,9,"5,517,212",A-C,051/006,No
SOUTH,70,ETL.9150,70075,SCHINDLER-COALINGA #2,0,"001/016, 001/017, 001/018, 002/001, 002/002, 002/003 & 002/004 ",Non-HFTD,2017,02/17/2017 15:04,YES,No,NO,No,23:26,02/18/2017 14:30,Equipment Failure,Structure-line,"Relayed - 02/17/17, 1504 Schindler-Coalinga#2 relayed, tested NG; SUS Pleasant Valley Pumps & Paige PV (off line); wind, rain; A-B-C fault; 1903 Coalinga-PleasantValley Jct manually tested OK restoring Pleasant Valley Pumps; 02/18/17, 1430 line returned to service after repairing ET wire down & replacing downed poles 1/16, 1/17, 1/18, 2/1, 2/2, 2/3 & 2/4 due to high winds",NONE,INT-09315,1,0,0,0.0000,0.000,0,"5,517,212",A-B-C,NA,No
CENTRAL,115,ETL.1400,10053,DONNELLS-CURTIS,348; 370,021/002-021/003; Miwuk 119 to Fibreboard 187,Tier 3 - Extreme,2017,02/17/2017 15:32,YES,No,NO,No,6:08,02/17/2017 21:40,Tree,Tree failure,"Relayed - 02/17/17, 1552 Donnells-Curtis relayed, tested NG; SUS Mi-wuk (CESO=8,186; CMIN=1,090,696), SPI-Sonora, Spring Gap (1,689; 587,772), SandBar PH, SpringGap PH, Beardsly PH & Donnells PH; wind, rain; 1552 Curtis-Miwuk section tested NG; 1626 Curtis-MiwukJct section tested NG; B-G fault 6.5 mi from Curtis near 20/004, +/- 3 mi; 1700 found tree in wire w/ ET wire down bet poles 21/2-3; all 3 phases on ground bet Miwuk 119 & Fibreboard 187; Spring Gap unable to serve local load; 1812 Curtis-FiberboardJct manually tested OK restoring Fiberboard; 1909 Miwuk restored via ED back ties; 2140 line returned to service after tree removed from conductor bet poles 21/2-3 restoring Spring Gap PH, Sand Bar PH, Beardsly PH, Donnells PH & Spring Gap",NONE,INT-09316,"9,875","9,875","1,678,468",0.0018,0.304,170,"5,517,212",B-G,020/004,No
NORTH,60,ETL.6921,60087A,ELK CREEK TAP,0; 245; 246,004/078,Non-HFTD,2017,02/18/2017 16:19,YES,No,NO,No,23:55,02/19/2017 16:14,External Contact,Aircraft,"Relayed - 02/18/17, 1619 ElkCreek tap relayed, tested NG; SUS ElkCreek (CESO=932; CMIN=1.377,496) & StonyGorge; no back ties for ElkCreek; light rain, declared MED; A-B-C fault 1.66 mi from ElkCreekJct near 001/032 (based on relays from Glenn#1 as ElkCreekJct CB-22 has no fault locating relays), +/- 1 mi; 1923 ElkCreekJct-ClarkValleyRoad cleared to repair 3 phases of ET wire down @ pole 4/78 & broken insulators at pole 4/79; HELICOPTER / DUSTER HIT LINES W/ UNDERBUILD -- this 60kV at this tower is also directly below 230kV; 02/19/17, 1614 ElkCreek tap returned to service restoring ElkCreek; 1645 all customers restored",NONE,INT-09326,932,932,"1,377,496",0.0002,0.250,"1,478","5,517,212",A-B-C,001/032,No
NORTH,60,ETL.7130,60108,HUMBOLDT-MAPLE CREEK,0; 100; 115,"002/011 thru 002/013, 002/016, 002/018, 003/001 & 003/000",Tier 2 - Elevated,2017,02/19/2017 23:49,No,No,NO,No,22:58,02/20/2017 22:47,Tree,Tree failure,"Relayed - 02/19/17, 2349 Humboldt-MC relayed, tested NG; MC-Hoopa also de-energized; MOM MapleCreek (CEMO=143), RussRanch (2), WillowCreek (2,472) & Hoopa (2,049); rain; A-B-C fault 2.5 mi from Humboldt near 2/8, +/- 1 mi; 02/20/17, 2247 Humboldt-MC  returned to service after removing tree at pole 3/0 & replacing ET WD & xarms at poles 2/11 thru 2/13, 2/16, 2/18, 3/1 & 3/0",NONE,INT-09331,"4,666",0,0,0.0000,0.000,0,"5,517,212",A-B-C,002/008,No
NORTH,115,ETL.1440,10057,DRUM-SUMMIT #1,0; 350; 354,022/270-023/271,Tier 2 - Elevated,2017,02/20/2017 22:55,YES,No,NO,No,66:25,02/23/2017 17:20,Tree,Tree failure,"Relayed - 02/20/17, 2255 Drum-Summit #1 relayed, did not test as designed (NV Energy elected not to test); no customer interruption; snow & rain, declared MED; 02/21/17, 1419 Drum-Summit Metering Station manually tested OK; 1426 Drum-Summit Metering Stn relayed, properly did not test; 1428 Drum-Summit #1 (NTruckee-Summit Metering Stn) manually tested OK; 02/22/17, 1020 line cleared to re-attach ET wire down bet poles 22/270 & 23/271 & repair NG guy wire at 25/302 due to tree failure; 02/23/17, 1714 Drum-Summit#1 tested OK, 1720 line returned normal",NONE,INT-09343b,0,0,0,0.0000,0.000,0,"5,517,212",B-G,020/240,No
NORTH,60,ETL.6280,60016,CARIBOU #2,285,018/010-018/011,Tier 2 - Elevated,2017,02/21/2017 00:45,YES,No,NO,No,18:33,02/21/2017 19:18,Tree,Tree failure,"Relayed - 02/21/17, 0045 Caribou#2 relayed, tested NG; snow, wind, declared MED; SUS SpanishCreek (CESO=35; CMIN=7,840), GraysFlat (124; 868) & Gansner (1,718; 12,026); 0052 Caribou-Gansner tested OK restoring Gansner & GF; 0428 BlackHawk-SC energized restoring SC; 0142 Caribou-Gansner relayed, tested OK; MOM Gansner & Grays Flat; 0858 GF-SC sect cleared to remove tree & re-attach 3 phases of ET-WD bet 18/10-11; 1918 line normal",NONE,INT-09347,"1,877","1,877","20,734",0.0003,0.004,11,"5,517,212",NA,NA,No
SOUTH,70,ETL.9320,70092,WHEELER RIDGE-WEEDPATCH,0,007/093,Non-HFTD,2017,02/23/2017 05:28,No,No,NO,No,8:51,02/23/2017 14:19,Equipment Failure,Connector/ hardware,"Relayed - 02/23/17, 0528 WheelerRidge-Weedpatch open ended after WR CB-12 tripped; no customer interrupted; weather clear; broken armor rod & ET wire down at pole 7/93; line is being cleared for scheduled work and the repairs are being done during this time; A-G fault 7.0 mi from WR near pole 7/93, +/- 0.5 mi; 1419 line returned to service",NONE,INT-09361,0,0,0,0.0000,0.000,0,"5,517,212",A-G,007/093,No
SOUTH,70,ETL.8970,70115,COPUS-OLD RIVER,0,013/226,Non-HFTD,2017,03/03/2017 13:44,No,No,NO,No,5:43,03/03/2017 19:27,Equipment Failure,Connector/ hardware,"Relayed - 03/03/17, 1344 Copus-OldRiver relayed, tested NG; South Kern PV separated; weather clear; 1348 OldRiver-Lakeview-SouthKern PV manually tested NG; 1351 Copus-SouthKern PV manually tested OK restoring ET to S-Kern PV; A-G fault 10.28 mi from OldRiver near 015/248, +/- 1 mi; 1436 S-Kern PV paralleled; 1641 SanEmidioJct-SouthKern SolarJct cleared to splice in center phase ET WD at pole 13/226; wire separated due to vibration; 1646 OldRiver-Lakeview tested OK; 1927 line normal",NONE,INT-09392,0,0,0,0.0000,0.000,0,"5,517,212",A-G,015/248,No
NORTH,60,ETL.7490,60145,MAPLE CREEK-HOOPA,113; 115,022/009,Tier 3 - Extreme,2017,03/06/2017 04:34,No,No,NO,No,11:34,03/06/2017 16:08,Tree,Tree failure,"Relayed - 03/06/17, 0434 MC-Hoopa relayed, tested NG; line auto-tested OK to WillowCreek; MOM RussRanch (CEMO=2) & WC (2,447) - actually SUS WC 1102 under build (CESO=145; CMIN=49,106); SUS Hoopa (CESO=2,023; CMIN=1,503,089); rain; C-G fault 5.7 mi from Hoopa near pole 23/0, +/- 4 mi; 0853 to 1608 WC-Hoopa cleared to repair ET WD at pole 22/9 due to tree falling through one phase",NONE,INT-09398,"2,449","2,023","1,503,089",0.0004,0.272,743,"5,517,212",C-G,023/000,No
SOUTH,70,ETL.8910,70051,KINGSBURG-LEMOORE,0,003/006-003/007,Non-HFTD,2017,03/11/2017 05:29,No,No,NO,No,12:00,03/11/2017 17:29,External Contact,Car pole,"Relayed - 03/11/17, 0529 Kingsburg-Lemoore relayed, tested NG; SUS Hardwick (CESO=2,002; CMIN=142,142); weather clear; A-B fault 4.2 mi from Kingsburg near 03/6 (Hwy 43), +/- 0.5 mi; 0640 Lemoore-Hardwick tested OK restoring Hardwick; 0901 to 1729 Kingsburg-Hardwick cleared to repair 2 phases of ET wire down & replace NG poles 3/6 & 3/7 due to carpole",NONE,INT-09419,"2,002","2,002","142,142",0.0004,0.026,71,"5,517,212",A-B,003/006,No
SOUTH,70,ETL.9310,70091,WHEELER RIDGE-TEJON,0,004/076-004/081,Non-HFTD,2017,04/07/2017 19:38,YES,No,NO,No,37:55,04/09/2017 09:33,External Contact,Car pole,"Relayed - 04/07/17, 1938 WheelerRidge-Tejon relayed, tested NG; SUS Tecuya; rain; A-B evolved to A-B-C fault 4 mi from WheelerRidge outside Tejon bet structures  4/74 thru  6/17, +/- 0.5 mi; 2214 line cleared to replace 5 poles & 1 switch due to carpole; ILIS report states both ET & ED wire down; 04/09/17, 0933 line returned to service after replacing poles 4/76-81",NONE,INT-09509,1,0,0,0.0000,0.000,0,"5,517,212",A-B-C,004/074,No
NORTH,60,ETL.6220,60010,BRIDGEVILLE-GARBERVILLE,0; 105; 120,007/006,Tier 3 - Extreme,2017,04/08/2017 20:55,No,No,NO,No,15:38,04/09/2017 12:33,Equipment Failure,Connector/ hardware,"Relayed - 04/08/17, 2055 Bridgeville-Garberville relayed, tested NG; 2057 Garberville-FruitlandJct manually tested OK; MOM Fruitland (CEMO=1,149) & FtSeward (336); weather cloudy; C-G fault 6.8 mi from Bridgeville near 6/12, +/- 2 mi; 2110 Garberville-FruitlandJct manually tested NG; 04/09/17, 0139 to 1233 Bridgeville-Blocksburg Road sect cleared to repair one phase of ET wire down at 7/6 due to failed compression sleeve",NONE,INT-09513,"1,485",0,0,0.0000,0.000,0,"5,517,212",C-G,006/012,No
CENTRAL,115,ETL.1390,10052,DIXON LANDING-MCKEE,0,001/035,Non-HFTD,2017,04/13/2017 12:01,No,No,NO,No,12:57,04/14/2017 00:58,External Contact,Car pole,"Relayed - 04/13/17, 1201 DixonLanding-McKee relayed, tested NG; customers affected but only on McKee 1110 (ILIS 17-0039943, CESO=3,742; CMIN=326,220); weather cloudy; A-B-C-G fault 1.66 mi from Mabury Tap at twr 1/34, +/- .25 mi; 1514 Mabury tap cleared to repair downed guy wire at pole 1/35 due to car pole; ET wire down as well; 1518 DL-McKee energized; 04/14/17, 0058 Mabury tap returned to service",112869121,INT-09541,"3,742","3,742","326,220",0.0007,0.059,87,"5,517,212",A-B-C-G,001/034,No
NORTH,60,ETL.7710,60168,NICOLAUS-WILKINS SLOUGH,0,000/015-000/016,Non-HFTD,2017,04/23/2017 17:48,No,No,NO,No,14:37,04/24/2017 08:25,Tree,Tree failure,"Relayed - 04/23/17, 1748 Nicolaus-WS relayed, tested NG; SUS Dist 1001 Metering & Carnack; weather clear; 1820 ENicolaus to KnightsLanding Jct manually tested OK restoring Dist 1001 Metering; 2046 Knights Landing Jct to District 2047 Jct manually tested OK; A-C fault (ENicolaus CB62 relays event records indicate no actual line fault - very low impedance fault, possible CB problem in station; 2119 District 1500 tap cleared to repair a single phase of ET wire down bet 0/15-16 due to large oak tree falling across line; 04/24/17, 0825 line normal; CAP ER=112791883",112791883,INT-09589,2,0,0,0.0000,0.000,0,"5,517,212",A-C,NA,No
SOUTH,70,ETL.8540,70110,CARNERAS-TAFT,0,020/323,Non-HFTD,2017,05/06/2017 21:43,No,No,NO,No,21:26,05/07/2017 19:09,Equipment Failure,Conductor,"Relayed - 05/06/17, 2143 Carneras-Taft relayed, tested NG after relaying, testing OK at 2140; SUS McKittrick (CESO=155; CMIN=26,660), MidwayPipe South & Celeron; weather cloudy; A-B-C fault 20 mi from Taft, or 1 mi from TemblorJct twd McKitrick near 3/323, +/- 0.5  mi;  05/07/17, 0035 Taft to McKittrick energized restoring MidwayPipe-S & McKittrick; 0113 Carneras to TemblorJct restored, restoring Celeron; 0114 to 1909 TemblorJct to McKittrick cleared to replace broken pole 20/323 & repair ET wire down",112844621,INT-09635a,155,155,"26,660",0.0000,0.005,172,"5,517,212",A-B-C,003/323,No
